id,Movie Name,Release Date,Production Budget (USD),Domestic Gross (USD),Worldwide Gross (USD),Domestic Box Office (USD),International Box Office (USD),Worldwide Box Office (USD),Est. Domestic DVD Sales (USD),Est. Domestic Blu-ray Sales (USD),Total Est. Domestic Video Sales (USD),Opening Weekend (USD),Legs,Infl. Adj. Dom. BO (USD),Video Release,MPAA Rating,Running Time (minutes),Franchise,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Domestic Releases,International Releases,Theater counts,Domestic Share Percentage,Movie URL
"2,567",Shaun the Sheep,2015-02-06,25000000,19375982,101850986,19375982,82475004,101850986,1742981,1231024,2974005,4038962,4.8,24777345,2015-11-10,PG,86,Shaun the Sheep,"Animal Lead,Faulty Memory,Fashion,Dream Sequence,Prologue,Limited Dialogue,Life on a Farm,Scene in End Credits,Country Mouse, City Mouse,Prison Break,Family Adventure",Spin-Off,Adventure,Stop-Motion Animation,Kids Fiction,"StudioCanal,Aardman Animations,Anton Capital Entertainment","France,United Kingdom",English,"August 5th, 2015 (Wide) byLionsgate","February 6th, 2015 (Wide) (Bulgaria)February 6th, 2015 (Wide), released asShaun the Sheep Movie(United Kingdom)February 12th, 2015 (Wide) (Italy)February 13th, 2015 (Wide) (Iceland)February 13th, 2015 (Wide) (Poland)... Show all releases","2,320 opening theaters/2,360 max. theaters, 4.5 weeks average run per theater",19,https://www.the-numbers.com/movie/Shaun-the-Sheep#tab=summary
"2,568",Shark Night 3D,2011-09-02,25000000,18877153,18877153,18877153,,,3378955,909182,4288137,8404260,2.25,25661499,2012-01-03,PG-13,85,,"3-D,Torture Porn,Slasher Horror,Animals Gone Bad,Corrupt Cops,Underwater,Surprise Twist,Prologue,3-D - Shot in 3-D",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Rogue Pictures,Incentive Filmed Entertainment,Sierra Pictures,Next Films,Silverwood Films",United States,English,"September 2nd, 2011 (Wide) byRelativity",,"2,806 opening theaters/2,848 max. theaters, 3.2 weeks average run per theater",100,https://www.the-numbers.com/movie/Shark-Night-3D#tab=summary
"2,569",CHiPS,2017-03-23,25000000,18600152,23190292,18600152,4590140,23190292,6190398,2332865,8523263,7722802,2.41,22353365,2017-06-06,R,100,,"Set in California,Set in Hollywood,Corrupt Cops,Undercover,FBI,Buddy Cop,Adapted as a Comedy,Directing Yourself,Screenplay Written By the Star,Family Affair,Action Comedy",Based on TV,Action,Live Action,Contemporary Fiction,"Warner Bros.,Panay Films,RatPac Entertainment,Dune Entertainment",United States,English,"March 24th, 2017 (Wide) byWarner Bros.","March 23rd, 2017 (Wide) (Netherlands)March 24th, 2017 (Wide), released asCHiPs: Магистрални ченгета(Bulgaria)March 24th, 2017 (Wide), released asPatruliai(Lithuania)March 24th, 2017 (Wide), released asPatrulha de Doidos(Portugal)March 24th, 2017 (Wide) (Slovakia)... Show all releases","2,464 opening theaters/2,464 max. theaters, 3.0 weeks average run per theater",80.2,https://www.the-numbers.com/movie/Chips-(2017)#tab=summary
"2,572",Father Figures,2017-12-22,25000000,17501244,21038441,17501244,3537197,21038441,1966403,947302,2913705,3287451,4.58,20947459,2018-03-20,R,113,,"Twins,Dysfunctional Family,Faked Death,Road Trip,Family Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Alcon Entertainment,Montecito Picture Company,DMG Entertainment",United States,English,"December 22nd, 2017 (Wide) byWarner Bros.","December 22nd, 2017 (Wide), released asПич, къде е баща ти?(Bulgaria)December 22nd, 2017 (Wide) (Poland)December 29th, 2017 (Wide), released asBastardi(Slovakia)January 12th, 2018 (Wide), released asКТО НАШ ПАПА, ЧУВАК?(Russia (CIS))January 19th, 2018 (Wide) (Brazil)... Show all releases","2,902 opening theaters/2,902 max. theaters, 2.8 weeks average run per theater",83.2,https://www.the-numbers.com/movie/Father-Figures#tab=summary
"2,574",Masterminds,2016-09-23,25000000,17356894,30850666,17356894,13493772,30850666,1752547,787821,2540368,6541205,2.65,21630900,2017-01-17,PG-13,95,,"Heist,No Honor Among Thieves,Crime Comedy,1990s,Hitmen,Set in Mexico,Set in North Carolina,FBI",Based on Real Life Events,Comedy,Live Action,Historical Fiction,"Relativity Media,Surefire Entertianment Capital,Michaels/Goldwyn",United States,English,"September 30th, 2016 (Wide) byRelativity","September 23rd, 2016 (Wide) (Brazil)September 30th, 2016 (Wide) (Russia (CIS))October 6th, 2016 (Wide), released asMasterminds - Golpada de Mestre(Portugal)October 13th, 2016 (Wide), released asMentes Maestras(Mexico)October 14th, 2016 (Wide) (Australia)... Show all releases","3,042 opening theaters/3,042 max. theaters, 2.9 weeks average run per theater",56.3,https://www.the-numbers.com/movie/Masterminds-(2015)#tab=summary
"2,575",Resident Evil: Welcome to Raccoon City,2021-11-24,25000000,17000612,41909091,17000612,24908479,41909091,1096398,2654543,3750941,5319280,3.2,17938987,2021-12-21,R,107,Resident Evil,"1990s,Survival Horror,Reboot,Zombies",Remake,Horror,Live Action,Science Fiction,"Constantin Film,Screen Gems",United States,English,"November 24th, 2021 (Wide) bySony Pictures","November 24th, 2021 (Wide), released asResident Evil: Bienvenue à Raccoon City(France)November 25th, 2021 (Wide) (Germany)November 25th, 2021 (Wide) (Italy)November 25th, 2021 (Wide), released asОбитель зла: Раккун-Сити(Russia (CIS))November 25th, 2021 (Wide) (Saudi Arabia)... Show all releases","2,803 opening theaters/2,803 max. theaters, 3.2 weeks average run per theater",40.6,https://www.the-numbers.com/movie/Resident-Evil-Welcome-to-Raccoon-City-(2021)#tab=summary
"2,576",The Counselor,2013-10-25,25000000,16973715,71009334,16973715,54035619,71009334,4539710,2646087,7185797,7842930,2.16,22506258,2014-02-11,R,111,,"Lawyers,Romance,Narcotics,Organized Crime,Unnamed Character,Crime Thriller,Drug Cartels,Smuggler,Death of a Spouse or Fiancée / Fiancé,No Honor Among Thieves",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Scott Free Films,Nick Wechsler,Chockstone Pictures,TSG Entertainment,Ingenious Media,Fox 2000 Pictures","United Kingdom,United States",English,"October 25th, 2013 (Wide) by20th Century Fox","October 25th, 2013 (Wide) (Brazil)October 31st, 2013 (Wide) (Chile)October 31st, 2013 (Wide) (Russia (CIS))November 1st, 2013 (Wide) (Ecuador)November 7th, 2013 (Wide) (Australia)... Show all releases","3,044 opening theaters/3,044 max. theaters, 2.6 weeks average run per theater",23.9,https://www.the-numbers.com/movie/Counselor-The#tab=summary
"2,578",Mary Queen of Scots,2018-12-07,25000000,16648499,48481754,16648499,31833255,48481754,781848,1025683,1807531,194777,6.16,19656866,2019-02-19,R,125,,"Royalty,Dysfunctional Family,Sibling Rivalry,1500s,Set in Scotland,Set in England,Intentionally Anachronistic,Historical Drama,Treason,Rebellion",Based on Real Life Events,Drama,Live Action,Dramatization,"Working Title Films,Focus Features,Perfect World Pictures","United Kingdom,United States",English,"December 7th, 2018 (Limited) byFocus FeaturesDecember 21st, 2018 (Expands Wide) byFocus Features","January 17th, 2019 (Wide) (Israel)January 17th, 2019 (Wide), released asMaria regina di Scozia(Italy)January 17th, 2019 (Wide) (New Zealand)January 17th, 2019 (Wide), released asДве королевы(Russia (CIS))January 17th, 2019 (Wide) (Slovenia)... Show all releases","4 opening theaters/1,052 max. theaters, 3.9 weeks average run per theater",34.3,https://www.the-numbers.com/movie/Mary-Queen-of-Scots-(UK)-(2018)#tab=summary
"2,584",The Box,2009-11-06,25000000,15051977,34356760,15051977,19304783,34356760,4213344,735003,4948347,7571417,1.99,21634263,2010-02-23,PG-13,115,,"Faustian,Psychological Thriller,Money Troubles,1970s",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,"Radar Pictures,Media Rights Capital",United States,English,"November 6th, 2009 (Wide) byWarner Bros.",,"2,635 opening theaters/2,635 max. theaters, 2.6 weeks average run per theater",43.8,https://www.the-numbers.com/movie/Box-The#tab=summary
"2,586",My Soul to Take,2010-10-08,25000000,14744435,16727470,14744435,1983035,16727470,5273773,1122891,6396664,6842220,2.15,20145125,2011-02-08,R,107,,"Slasher Horror,Mental Illness,Serial Killer,Reincarnation,Possessed,Surprise Twist,3-D,3-D - Post-production Conversion",Original Screenplay,Horror,Live Action,Contemporary Fiction,Rogue Pictures,United States,English,"October 8th, 2010 (Wide) byUniversal",,"2,572 opening theaters/2,572 max. theaters, 2.9 weeks average run per theater",88.1,https://www.the-numbers.com/movie/My-Soul-to-Take#tab=summary
"2,593",Warrior,2011-09-09,25000000,13657115,24215385,13657115,10558270,24215385,12363281,7246982,19610263,5242107,2.61,18565402,2011-12-20,PG-13,139,,"Dysfunctional Family,Tournament,Returning Soldiers,Mixed Martial Arts,Directing Yourself,Addiction,Bank Foreclosure,Sports Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Mimran Schur Pictures,Lionsgate,Solaris Entertainment,Filmtribe",United States,English,"September 9th, 2011 (Wide) byLionsgate","April 19th, 2012 (Wide) (Peru)April 20th, 2012 (Wide) (Venezuela)October 26th, 2012 (Wide) (Ecuador)","1,869 opening theaters/1,883 max. theaters, 3.4 weeks average run per theater",56.4,https://www.the-numbers.com/movie/Warrior#tab=summary
"2,596",Cirque du Soleil: Worlds Away,2012-12-21,25000000,12512862,34153101,12512862,21640239,34153101,2224232,2371184,4595416,2282368,5.21,16899515,2013-03-12,PG,91,Cirque du Soleil,"3-D,3-D - Shot in 3-D,Circus,Love at First Sight,Romance,Limited Dialogue,Acrobatics,IMAX: DMR,Unnamed Character,Chase Adventure",Original Screenplay,Adventure,Live Action,Fantasy,"James Cameron,Cirque du Soleil,Reel FX,Strange Weather,Cameron/Pace Group",United States,English,"December 21st, 2012 (Wide) byParamount Pictures",,"840 opening theaters/840 max. theaters, 4.0 weeks average run per theater",36.6,https://www.the-numbers.com/movie/Cirque-du-Soleil-Worlds-Away-(2012)#tab=summary
"2,597",The 33,2015-08-06,25000000,12227722,28287489,12227722,16059767,28287489,2716537,899199,3615736,5787266,2.11,15630590,2016-02-02,PG-13,120,,"Underground,Disaster,Set in Chile,Rescue,Media Circus,Archive Footage,Survival Drama",Based on Factual Book/Article,Drama,Live Action,Dramatization,"Phoenix Pictures,Alcon Entertainment","Chile,United States","English,Spanish","November 13th, 2015 (Wide) byWarner Bros.","August 6th, 2015 (Wide) (Chile)August 20th, 2015 (Wide) (Central America)August 20th, 2015 (Wide) (Colombia)August 27th, 2015 (Wide) (Argentina)August 27th, 2015 (Wide) (Uruguay)... Show all releases","2,452 opening theaters/2,452 max. theaters, 2.7 weeks average run per theater",43.2,https://www.the-numbers.com/movie/33-The#tab=summary
"2,599",The Conspirator,2011-04-15,25000000,11538204,15907411,11538204,4369207,15907411,2744915,1568525,4313440,3506602,3.29,15684965,2011-08-16,PG-13,122,,"Political,Hitmen,War,Conspiracy Theory,Historical Drama,1860s",Based on Real Life Events,Drama,Live Action,Dramatization,"The American Film Co,Wildwood Enterprises",United States,English,"April 15th, 2011 (Wide) byRoadside Attractions","May 4th, 2012 (Wide) (Brazil)May 11th, 2012 (Wide) (Colombia)June 21st, 2012 (Wide) (Peru)June 22nd, 2012 (Wide) (Uruguay)October 5th, 2012 (Wide) (Venezuela)... Show all releases","707 opening theaters/849 max. theaters, 4.5 weeks average run per theater",72.5,https://www.the-numbers.com/movie/Conspirator-The#tab=summary
"2,607",Straw Dogs,2011-09-16,25000000,10324441,11253821,10324441,929380,11253821,12980516,6330331,19310847,5123760,2.02,14034989,2011-12-20,R,110,,"Revenge,Writing and Writers,You Can't Go Home Again,Relationships Gone Wrong,Sex Crimes,Addiction,Atheism,Remake,Action Thriller",Remake,Thriller/Suspense,Live Action,Contemporary Fiction,"Screen Gems,Battleplan",United States,English,"September 16th, 2011 (Wide) bySony Pictures",,"2,408 opening theaters/2,408 max. theaters, 2.4 weeks average run per theater",91.7,https://www.the-numbers.com/movie/Straw-Dogs#tab=summary
"2,612",Serenity,2019-01-24,25000000,8547045,13008804,8547045,4461759,13008804,1134817,613430,1748247,4415403,1.94,10058635,2019-04-30,R,103,,"Film Noir,The Past Catching up with You,Betrayal,On a Boat,Relationships Gone Wrong,Domestic Abuse,Surprise Twist,Video Game,Fishing,Crime Thriller,Famously Bad",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Global Road Entertainment,Aviron Pictures,Starlings Entertainment,Nebulastar Films,Shoebox Films",United States,English,"January 25th, 2019 (Wide) byAviron Pictures","January 24th, 2019 (Wide), released asМОРЕ СОБЛАЗНА(Russia (CIS))January 25th, 2019 (Wide), released asФатално затишие(Bulgaria)January 25th, 2019 (Wide) (Netherlands)January 25th, 2019 (Wide), released asSerenidade(Portugal)February 1st, 2019 (Wide), released asTicho před bouří(Czech Republic)... Show all releases","2,561 opening theaters/2,561 max. theaters, 2.1 weeks average run per theater",65.7,https://www.the-numbers.com/movie/Serenity-(2019)#tab=summary
"2,613",The Road,2009-11-25,25000000,8114270,29206732,8114270,21092462,29206732,10468090,1903660,12371750,1502231,5.4,11573667,2010-05-25,R,111,,"Post Apocalypse,Survival Drama,Cannibalism,Death of a Spouse or Fiancée / Fiancé,Young Child Dealing with the Death of a Parent,Suicide,Road Trip",Based on Fiction Book/Short Story,Drama,Live Action,Science Fiction,,United States,English,"November 25th, 2009 (Wide) byWeinstein Co.",,"111 opening theaters/396 max. theaters, 5.5 weeks average run per theater",27.8,https://www.the-numbers.com/movie/Road-The#tab=summary
"2,616",A Journal for Jordan,2021-12-25,25000000,6545174,6682685,6545174,137511,6682685,209564,167063,376627,1211089,2.97,6842120,2022-01-11,PG-13,131,,"Iraq War,Military Life,Autobiographical,Biography,Biographical Drama",Based on Factual Book/Article,Drama,Live Action,Dramatization,"Escape Artists,Creative Wealth Media Finance,Columbia Pictures,Bron Studios",United States,English,"December 10th, 2021 (Canceled) bySony PicturesDecember 25th, 2021 (Wide) bySony Pictures","January 21st, 2022 (Wide) (United Kingdom)March 10th, 2022 (Wide) (Australia)","2,500 opening theaters/2,500 max. theaters, 3.1 weeks average run per theater",97.9,https://www.the-numbers.com/movie/Journal-for-Jordan-A-(2021)#tab=summary
"2,619",Suburbicon,2017-10-27,25000000,5775178,15521619,5775178,9746441,15521619,473936,558074,1032010,2840246,2.03,6940509,2018-01-23,R,105,,"Crime Caper,Death of a Spouse or Fiancée / Fiancé,Young Child Dealing with the Death of a Parent,Infidelity,Life in a Small Town,1950s,Suburbs,Loan Shark,Money Troubles,Organized Crime,Twins,Dysfunctional Family,Same Actor, Multiple Roles,Insurance Fraud,Relationships Gone Wrong,Familial Murder,Bigotry,African Americans",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,"Black Bear,Silver Pictures,Smoke House Pictures",United States,English,"October 27th, 2017 (Wide) byParamount Pictures","October 27th, 2017 (Wide) (Australia)November 10th, 2017 (Wide), released asSuburbicon: Temné předměstí(Czech Republic)November 10th, 2017 (Wide) (Poland)November 10th, 2017 (Wide) (Slovakia)November 17th, 2017 (Wide), released asРайско кътче в ада(Bulgaria)... Show all releases","2,046 opening theaters/2,046 max. theaters, 2.1 weeks average run per theater",37.2,https://www.the-numbers.com/movie/Suburbicon#tab=summary
"2,626",Bill & Ted Face the Music,2020-08-23,25000000,3439660,6255630,3439660,2815970,6255630,988043,1535906,2523949,1125007,3.06,4039158,2020-08-28,PG-13,91,Bill & Ted,"Time Travel,Early / Simultaneous Video-on-Demand release,Musicians,End of the World,Father’s Footsteps,Father and Daughter,Disrupted by 2020 COVID-19 pandemic,Delayed Sequel,Buddy Comedy,Scene in End Credits",Original Screenplay,Comedy,Live Action,Science Fiction,"Hammerstone Studios,Orion Pictures,Dugan Entertainment,TinRes Entertainment,Endeavor Content,Many Rivers",United States,English,"August 28th, 2020 (Wide) byUnited Artists","August 23rd, 2020 (Wide) (United Kingdom)August 27th, 2020 (Wide), released asБилл и Тед(Russia (CIS))September 3rd, 2020 (Wide) (New Zealand)September 10th, 2020 (Wide) (Australia)September 11th, 2020 (Wide), released asBilas ir Tedas gelbėja visatą(Lithuania)... Show all releases","1,007 opening theaters/1,007 max. theaters, 4.1 weeks average run per theater",55,https://www.the-numbers.com/movie/Bill-and-Ted-Face-the-Music-(2020)#tab=summary
"2,628",Sgt. Stubby: An American Hero,2018-04-13,25000000,3054285,3823620,3054285,769335,3823620,244948,46291,291239,1164403,2.62,3614178,2018-12-11,PG,84,,"World War I,Animal Lead,Voiceover/Narration,Military Life,Set in France,War,Family Adventure",Based on Real Life Events,Adventure,Digital Animation,Dramatization,"Fun Academy Motion Pictures,Mikros Image Animation","Canada,France,United States",English,"April 13th, 2018 (Wide) byFun Academy Motion Pictures","August 10th, 2018 (Limited), released asSgt. Stubby: An Unlikely Hero(United Kingdom)November 1st, 2018 (Wide) (South Korea)May 24th, 2019 (Wide) (France)","1,633 opening theaters/1,633 max. theaters, 2.1 weeks average run per theater",79.9,https://www.the-numbers.com/movie/Sgt-Stubby-An-American-Hero#tab=summary
"2,632",Legend,2015-09-11,25000000,1872994,42280444,1872994,40407450,42280444,974674,1177878,2152552,86836,5.75,2394432,2016-02-16,R,131,,"Twins,Same Actor, Multiple Roles,Organized Crime,Set in London,Set in United Kingdom,1960s,Voiceover/Narration,Suicide",Based on Real Life Events,Thriller/Suspense,Live Action,Dramatization,"Cross Creek Pictures,StudioCanal,Working Title Films,Anton Capital Entertainment,Universal Pictures",United Kingdom,English,"November 20th, 2015 (Limited) byUniversal","September 11th, 2015 (Wide) (United Kingdom)October 1st, 2015 (Wide) (Russia (CIS))October 1st, 2015 (Wide) (Ukraine)October 2nd, 2015 (Wide) (Turkey)October 8th, 2015 (Wide) (Croatia)... Show all releases","4 opening theaters/107 max. theaters, 3.1 weeks average run per theater",4.4,https://www.the-numbers.com/movie/Legend-(2015)#tab=summary
"2,633",Bad Lieutenant: Port of Call New Orleans,2009-11-20,25000000,1702112,12413949,1702112,10711837,12413949,5475086,1114556,6589642,245398,5.84,2427376,2010-04-06,R,122,,,Remake,Drama,Live Action,Contemporary Fiction,,United States,English,"November 20th, 2009 (Limited) byFirst Look",,"27 opening theaters/96 max. theaters, 6.5 weeks average run per theater",13.7,https://www.the-numbers.com/movie/Bad-Lieutenant-Port-of-Call-New-Orleans#tab=summary
